"Player Details","","","","","","Passing","","","","","","","","","","","","","","","Scrambles","","","Passing Advanced","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FPTS","","","",""
"Rank","Name","Team","POS","G","Season","DB","ATT","CMP","CMP %","YDS","YDS/G","YPA","TD","INT","1D","RATE","SACK","SACK %","SK YDS","ANY/A","SCRM","YDS","TD","CPOE","aDOT","AY","Deep Throw %","Deep Throw","YAC %","ADJ CMP %","1Read %","ACC %","CATCH %","OFF %","HERO %","TWT %","EZATT","DROP %","DROP YDS","TTT","TTP","TTSK","TTSC","QB SK","QBP","PRESS %","PRESS SK %","PrROE","CHK %","RPO %","TA","BAT","SPK","FP/DB","FP/OPP","FP/G","FP","OPP"
"11","Jordan Love","GB","QB","10","2025","343","310","210","67.7","2421","242.1","7.81","15","3","115","103.2","16","4.7","122","7.56","17","127","0","5.9","8.4","2381","12.3","38","50.1","79.8","62.6","58.1","76.5","14.5","5.5","1.9","16","4.8","121","2.69","2.60","3.7","5.4","5","137","39.9","11.7","6.99","11.3","5.5","20","4","1","0.50","0.47","17.0","170.3","359"
"12","Baker Mayfield","TB","QB","10","2025","381","340","216","63.5","2365","236.5","6.96","17","3","106","97.0","20","5.2","143","6.74","21","188","1","-1.6","8.3","2707","11.2","38","52.1","71.3","65.6","56.8","75.9","19.1","5.6","3.2","21","4.4","133","2.64","2.51","3.6","5.4","6","143","37.5","14.0","5.80","6.5","2.1","7","5","1","0.49","0.48","18.5","185.3","387"
"13","Caleb Williams","CHI","QB","10","2025","368","325","194","59.7","2329","232.9","7.17","13","4","106","89.9","16","4.3","106","6.75","27","267","2","0.3","8.9","2669","12.9","42","51.5","72.3","61.2","53.5","70.8","20.6","3.4","2.8","22","7.1","253","3.12","2.76","4.5","5.7","6","141","38.3","11.3","-0.48","8.0","1.9","14","11","0","0.53","0.50","19.7","196.6","393"
"14","Joe Flacco","CLV, CIN","QB","9","2025","393","373","228","61.1","2268","252.0","6.08","14","9","105","80.8","17","4.3","108","5.22","3","25","0","0.0","7.0","2406","8.8","33","49.6","75.2","63.8","60.1","74.5","13.9","3.5","3.5","15","6.4","208","2.55","2.54","3.2","5.2","3","137","34.9","12.4","2.54","12.9","3.3","25","4","3","0.38","0.36","16.4","147.5","405"
"15","Mac Jones","SF","QB","9","2025","313","289","201","69.6","2151","239.0","7.44","13","6","107","97.4","16","5.1","108","6.67","8","55","0","5.2","7.3","1958","6.2","18","46.4","80.1","66.8","62.6","78.5","12.8","4.5","2.4","10","4.5","157","2.41","2.52","3.4","5.2","3","93","29.7","17.2","0.47","9.7","","10","6","3","0.44","0.41","15.3","138.1","336"
"16","Trevor Lawrence","JAX","QB","10","2025","388","338","202","59.8","2151","215.1","6.36","11","8","103","79.4","26","6.7","157","5.09","24","153","2","1.6","8.5","2712","10.9","37","45.3","74.2","70.4","52.7","76.9","14.5","2.7","3.0","17","10.1","236","2.54","2.66","3.7","5.1","9","121","31.2","21.5","1.69","5.9","1.3","5","10","3","0.43","0.41","16.8","168.1","413"
"17","Tua Tagovailoa","MIA","QB","11","2025","341","312","213","68.3","2123","193.0","6.80","17","13","111","88.1","21","6.2","133","5.24","8","37","0","2.3","6.8","2012","8.7","27","56.0","78.2","66.3","60.9","76.3","16.3","3.5","5.1","16","5.4","169","2.40","2.30","3.7","5.1","8","98","28.7","21.4","-0.13","9.6","4.7","12","4","1","0.42","0.42","13.2","144.7","347"
"18","Geno Smith","LV","QB","10","2025","354","309","205","66.3","2082","208.2","6.74","12","13","101","80.9","31","8.8","214","4.48","14","91","0","-0.7","6.5","1893","8.7","27","59.1","75.9","65.4","60.2","75.7","18.4","1.6","4.2","17","4.9","91","2.69","2.51","3.0","5.7","0","130","36.7","23.8","4.90","10.0","2.3","10","5","2","0.37","0.35","13.0","130.5","374"
"19","Jalen Hurts","PHI","QB","10","2025","322","269","180","66.9","1995","199.5","7.42","16","1","87","107.0","26","8.1","146","7.20","27","181","2","3.6","9.2","2318","16.0","43","40.4","75.7","65.1","56.9","77.0","14.5","4.5","1.5","8","3.7","94","2.86","2.54","4.3","5.8","7","137","42.5","19.0","9.59","8.2","4.3","11","5","0","0.63","0.55","20.3","203.3","368"
"20","Michael Penix","ATL","QB","9","2025","302","276","166","60.1","1982","220.2","7.18","9","3","99","88.5","13","4.3","101","6.66","13","77","1","-0.9","8.6","2198","9.4","26","46.6","70.9","68.5","49.3","68.5","20.3","2.5","2.9","12","5.1","132","2.67","2.60","3.7","5.2","1","115","38.1","11.3","5.05","3.3","1.7","17","2","0","0.41","0.40","13.9","125.3","310"
"21","Aaron Rodgers","PIT","QB","10","2025","315","289","192","66.4","1969","196.9","6.81","19","7","84","97.7","19","6.0","121","6.21","7","32","0","0.9","6.2","1676","9.3","27","66.7","78.1","67.1","59.9","78.5","13.5","3.1","2.1","20","6.2","100","2.40","2.61","3.6","6.2","3","96","30.5","19.8","1.52","11.1","8.3","16","2","0","0.48","0.47","15.2","152.4","322"
"22","Bryce Young","CAR","QB","10","2025","347","314","197","62.7","1962","196.2","6.25","14","7","104","86.0","19","5.5","142","5.36","14","86","1","3.7","7.0","1947","8.0","25","51.4","78.8","62.1","50.6","73.6","11.5","3.8","1.6","24","5.7","123","2.62","2.54","3.3","5.5","5","139","40.1","13.7","8.20","7.6","1.4","26","9","1","0.40","0.39","14.0","139.8","356"
"23","Cam Ward","TEN","QB","10","2025","387","332","194","58.4","1954","195.4","5.89","6","6","98","73.8","41","10.6","318","3.98","14","89","0","-1.9","8.1","2414","8.7","29","47.6","71.6","58.4","49.1","68.1","20.5","3.3","1.5","11","5.4","159","2.74","2.59","3.6","5.9","14","148","38.2","27.7","6.24","10.8","3.1","22","9","3","0.25","0.25","9.8","98.1","394"
"24","C.J. Stroud","HST","QB","8","2025","279","242","161","66.5","1702","212.8","7.03","11","5","77","93.4","17","6.1","148","5.98","20","179","0","-1.9","7.6","1757","12.0","29","46.9","72.6","69.8","55.8","74.4","20.2","4.5","3.3","13","2.5","57","2.58","2.50","3.1","5.0","4","106","38.0","16.0","7.97","9.5","2.9","6","3","1","0.45","0.44","15.7","126.0","288"
"25","Spencer Rattler","NO","QB","8","2025","290","256","174","68.0","1586","198.3","6.20","8","5","74","86.8","18","6.2","104","5.17","16","114","0","4.7","8.1","1950","12.1","31","42.0","78.3","68.0","56.6","77.7","15.6","4.3","5.1","14","5.5","135","2.51","2.40","3.2","4.2","8","120","41.4","15.0","11.83","10.5","4.1","10","2","3","0.37","0.35","13.3","106.1","305"
"26","Jacoby Brissett","ARZ","QB","7","2025","241","213","142","66.7","1570","224.3","7.37","10","3","75","98.1","18","7.5","143","6.46","10","71","0","1.9","8.3","1661","11.3","24","43.8","75.1","61.0","60.6","75.1","16.4","3.3","1.4","23","2.8","31","2.61","2.48","2.9","4.6","4","88","36.5","20.5","5.43","16.4","1.2","10","2","0","0.47","0.45","16.1","112.8","252"
"27","Lamar Jackson","BLT","QB","7","2025","210","172","117","68.0","1442","206.0","8.38","15","3","68","115.5","23","11.0","152","7.46","15","134","0","7.6","8.6","1383","12.2","21","45.6","80.0","64.5","55.2","74.4","17.4","4.1","2.3","19","6.4","77","2.69","2.63","4.1","5.4","6","93","44.3","24.7","14.43","10.5","1.4","5","6","0","0.69","0.62","20.6","144.3","234"
"28","Jaxson Dart","NYG","QB","9","2025","246","204","128","62.7","1417","157.4","6.95","10","3","62","93.5","21","8.5","83","6.22","21","165","1","1.7","8.5","1644","13.7","28","51.1","74.2","62.7","56.4","76.5","14.7","5.9","4.4","15","6.4","130","2.73","2.69","4.4","5.4","9","106","43.1","19.8","12.32","8.8","4.5","6","4","1","0.67","0.59","18.4","165.4","282"
"29","Justin Fields","NYJ","QB","9","2025","259","204","128","62.7","1259","139.9","6.17","7","1","58","89.5","27","10.4","192","5.03","28","242","1","0.8","7.2","1340","7.8","16","45.8","75.8","58.8","56.9","72.5","15.7","2.5","1.5","6","4.9","107","2.74","2.56","3.6","5.2","11","126","48.6","21.4","19.23","7.8","2.3","8","9","2","0.57","0.49","16.3","146.7","302"
"30","Carson Wentz","MIN","QB","5","2025","197","169","110","65.1","1216","243.2","7.20","6","5","58","85.8","19","9.6","125","5.24","9","57","0","2.8","8.3","1305","11.8","20","47.1","75.6","67.5","53.3","72.2","20.7","1.2","4.1","11","4.7","63","2.50","2.47","3.2","5.3","5","81","41.1","23.5","12.65","4.1","4.6","7","4","1","0.38","0.38","15.1","75.3","199"
"31","Jayden Daniels","WAS","QB","6","2025","219","168","105","62.5","1184","197.3","7.05","8","2","55","94.4","17","7.8","78","6.36","34","230","0","3.8","8.4","1283","11.9","20","43.4","76.6","62.5","51.8","73.2","19.0","3.6","1.8","8","7.7","138","2.46","2.44","3.8","4.3","6","90","41.1","18.9","16.12","7.7","3.7","8","3","2","0.53","0.48","19.3","115.6","239"
"32","Marcus Mariota","WAS","QB","7","2025","158","140","92","65.7","1065","152.1","7.61","7","5","45","90.3","10","6.3","63","6.11","8","96","1","3.8","8.9","1166","11.4","16","43.4","75.4","65.7","57.1","73.6","17.9","5.7","5.0","8","4.3","84","2.54","2.45","3.0","4.5","2","55","34.8","18.2","4.74","5.7","3.2","6","1","2","0.58","0.52","13.1","91.9","177"
"33","Kyler Murray","ARZ","QB","5","2025","193","161","110","68.3","962","192.4","5.98","6","3","50","88.6","16","8.3","111","4.72","16","142","1","2.9","6.3","944","8.1","13","55.4","79.7","65.2","59.0","76.4","13.0","1.9","2.5","7","5.0","77","2.53","2.48","3.9","5.9","2","72","37.3","22.2","9.19","11.2","1.6","5","6","0","0.42","0.40","16.4","81.8","206"
"34","Dillon Gabriel","CLV","QB","8","2025","213","184","109","59.2","937","117.1","5.09","7","2","45","80.8","18","8.5","125","4.27","11","89","0","-6.5","6.1","1069","4.9","9","51.2","70.4","68.5","51.1","71.2","19.6","1.6","4.3","13","5.4","110","2.55","2.52","3.3","5.5","6","83","39.0","21.7","9.47","10.3","0.5","7","4","1","0.34","0.33","9.0","72.1","216"
"35","J.J. McCarthy","MIN","QB","5","2025","164","140","74","52.9","842","168.4","6.01","6","8","39","61.7","15","9.1","77","3.39","9","82","1","1.0","10.2","1345","15.0","21","37.5","69.8","67.9","46.4","64.3","25.0","7.9","5.7","10","10.0","152","2.96","2.72","3.6","5.0","4","70","42.7","21.4","7.54","7.1","2.4","4","6","0","0.45","0.42","14.7","73.7","176"
"36","Russell Wilson","NYG","QB","6","2025","141","119","69","58.0","831","138.5","6.98","3","3","32","77.4","10","7.1","66","5.35","12","91","0","2.3","9.2","946","14.3","17","46.2","75.0","58.8","48.7","67.2","15.1","5.9","3.4","8","5.0","21","2.56","2.44","3.2","4.3","3","64","45.4","15.6","16.42","11.8","2.8","13","3","0","0.37","0.36","8.8","52.8","147"
"37","Brock Purdy","SF","QB","3","2025","106","99","67","67.7","786","262.0","7.94","7","4","45","98.3","3","2.8","29","7.03","4","30","0","5.2","7.5","693","11.1","11","45.4","79.6","56.6","56.6","76.8","16.2","4.0","4.0","6","7.1","35","2.90","2.72","3.5","4.7","0","40","37.7","7.5","0.30","12.1","0.9","6","0","0","0.55","0.53","19.6","58.7","110"
"38","Jake Browning","CIN","QB","4","2025","137","124","80","64.5","757","189.3","6.10","6","8","32","70.5","9","6.6","60","3.44","4","31","0","-4.9","7.6","882","13.7","17","49.4","69.8","69.4","55.6","73.4","20.2","2.4","6.5","5","0.8","1","2.61","2.37","3.6","6.3","1","60","43.8","15.0","11.98","12.1","3.6","6","2","0","0.41","0.40","14.0","56.2","142"
"39","Davis Mills","HST","QB","4","2025","134","120","72","60.0","726","181.5","6.05","3","1","39","82.2","8","6.0","60","5.32","6","46","1","-3.9","9.1","1056","13.3","16","26.2","67.5","75.0","55.8","70.8","24.2","4.2","4.2","10","4.2","18","2.42","2.37","3.5","4.6","2","44","32.8","18.2","4.27","5.0","3.7","3","1","0","0.39","0.38","13.1","52.4","138"
"40","Tyler Shough","NO","QB","4","2025","92","83","51","61.4","586","146.5","7.06","3","2","24","84.7","5","5.4","43","5.83","4","15","0","-2.9","9.8","780","15.7","13","37.4","68.4","68.7","47.0","72.3","21.7","4.8","1.2","3","3.6","21","2.53","2.36","2.9","4.7","2","33","35.9","15.2","5.47","6.0","1.1","1","2","1","0.38","0.36","8.6","34.5","96"
"41","Tyrod Taylor","NYJ","QB","3","2025","91","69","43","62.3","379","126.3","5.49","3","3","23","73.3","9","9.9","51","3.24","13","81","0","12.7","9.0","551","14.5","10","41.2","85.2","63.8","68.1","79.7","8.7","1.4","5.8","6","13.0","112","2.66","2.55","3.9","5.6","1","50","54.9","18.0","27.71","8.7","2.2","2","5","1","0.34","0.34","10.4","31.2","92"
"42","Cooper Rush","BLT","QB","4","2025","53","52","34","65.4","303","75.8","5.83","0","4","13","48.8","1","1.9","16","2.02","0","0","0","-1.0","6.1","309","3.8","2","50.2","75.5","55.8","53.8","78.8","13.5","1.9","3.8","0","5.8","6","2.51","2.26","5.7","","0","18","34.0","5.6","1.29","11.5","3.8","1","0","0","0.13","0.12","1.7","6.7","57"
"43","Andy Dalton","CAR","QB","4","2025","46","37","25","67.6","293","73.3","7.92","1","1","17","89.1","8","17.4","54","4.76","1","1","0","1.7","9.5","343","5.4","2","31.4","71.4","75.7","56.8","81.1","10.8","2.7","2.7","2","","0","2.41","2.60","3.3","5.6","3","20","43.5","40.0","18.01","","","1","1","0","0.27","0.25","3.1","12.5","50"
"44","Tyler Huntley","BLT","QB","2","2025","46","37","27","73.0","254","127.0","6.86","1","0","11","100.5","6","13.0","31","5.65","3","56","0","9.0","7.0","246","8.1","3","33.1","85.3","67.6","40.5","78.4","13.5","2.7","2.7","0","5.4","0","2.55","2.58","3.6","4.6","2","20","43.5","30.0","15.99","10.8","","1","1","1","0.51","0.43","11.7","23.4","54"
"45","Kirk Cousins","ATL","QB","3","2025","53","52","32","61.5","250","83.3","4.81","0","0","11","73.4","1","1.9","5","4.62","0","0","0","-2.9","7.7","387","9.6","5","45.2","71.4","51.9","59.6","78.8","13.5","1.9","1.9","0","5.8","7","2.55","2.38","2.4","","0","16","30.2","6.3","-3.17","19.2","","2","0","0","0.20","0.19","3.5","10.4","56"
"46","Jameis Winston","NYG","QB","1","2025","31","29","19","65.5","201","201.0","6.93","0","1","10","71.2","2","6.5","7","4.81","0","0","0","-4.8","7.7","223","10.3","3","46.8","69.0","69.0","44.8","79.3","20.7","6.9","13.8","2","3.4","3","2.32","2.56","5.3","","0","8","25.8","25.0","-2.36","6.9","3.2","0","0","0","0.42","0.38","13.0","13.0","34"
"47","Joe Burrow","CIN","QB","2","2025","43","36","21","58.3","189","94.5","5.25","2","0","13","91.1","5","11.6","26","4.95","2","3","0","-3.0","7.8","266","8.3","3","33.9","69.7","61.1","63.9","80.6","11.1","","","3","5.6","-3","2.65","2.51","3.9","6.5","2","21","48.8","23.8","18.87","13.9","","0","2","0","0.37","0.37","7.9","15.9","43"
"48","Mason Rudolph","PIT","QB","3","2025","18","18","14","77.8","139","46.3","7.72","1","0","9","117.4","0","","0","8.83","0","0","0","4.7","2.3","36","5.6","1","97.8","87.5","61.1","55.6","77.8","11.1","","5.6","0","","0","2.86","2.70","","","0","2","11.1","","-28.23","22.2","","2","0","0","0.53","0.43","3.2","9.5","22"
"49","Joe Milton","DAL","QB","2","2025","9","9","6","66.7","99","49.5","11.00","1","1","5","100.9","0","","0","8.22","0","0","0","11.1","13.3","120","22.2","2","23.2","75.0","88.9","66.7","66.7","22.2","11.1","11.1","3","","0","2.62","2.60","","","0","3","33.3","","-1.98","","","0","1","0","0.77","0.77","3.5","7.0","9"
"50","Trey Lance","LAC","QB","2","2025","15","12","6","50.0","81","40.5","6.75","0","0","3","71.9","2","13.3","12","4.93","1","11","0","-3.8","11.9","131","25.0","3","44.4","60.0","66.7","41.7","66.7","16.7","8.3","8.3","0","","0","2.73","2.80","4.6","6.4","1","5","33.3","40.0","3.46","8.3","","0","0","1","0.30","0.25","2.2","4.4","18"
"51","Mitchell Trubisky","BUF","QB","3","2025","7","6","3","50.0","54","18.0","9.00","0","0","3","81.3","0","","0","9.00","1","4","0","-3.9","8.8","53","","0","27.8","66.7","66.7","50.0","66.7","33.3","16.7","","0","16.7","-3","2.42","2.50","","6.3","0","1","14.3","","-12.94","","","0","0","0","0.32","0.23","0.8","2.3","10"
"52","Quinn Ewers","MIA","QB","1","2025","10","8","5","62.5","53","53.0","6.63","0","0","2","81.8","2","20.0","20","3.30","0","0","0","-10.7","9.1","73","12.5","1","30.2","62.5","100.0","62.5","62.5","37.5","12.5","12.5","0","","0","1.89","1.80","3.0","","1","4","40.0","50.0","21.89","","","0","0","0","0.21","0.19","2.1","2.1","11"
"53","Shedeur Sanders","CLV","QB","1","2025","21","16","4","25.0","47","47.0","2.94","0","1","2","13.5","2","9.5","27","-1.39","3","16","0","-42.9","9.1","137","18.8","3","31.9","28.6","62.5","18.8","43.8","43.8","","12.5","2","","0","2.98","2.18","3.8","4.7","0","12","57.1","16.7","25.52","","","1","0","0","0.12","0.12","2.5","2.5","21"
"54","Tyson Bagent","CHI","QB","3","2025","5","4","3","75.0","47","15.7","11.75","0","0","2","113.5","0","","0","11.75","1","7","0","1.8","7.5","30","25.0","1","83.0","75.0","100.0","75.0","75.0","25.0","","","0","","0","3.10","3.45","","4.6","0","2","40.0","","5.16","","","0","0","0","0.52","0.43","0.9","2.6","6"
"55","Max Brosmer","MIN","QB","3","2025","8","8","5","62.5","42","14.0","5.25","0","0","2","76.0","0","","0","5.25","0","0","0","2.0","-0.1","-1","","0","121.4","87.5","75.0","62.5","100.0","","","","0","25.0","4","1.93","1.70","","","0","1","12.5","","-10.79","12.5","","0","0","0","0.20","0.18","0.5","1.6","9"
"56","Zach Wilson","MIA","QB","2","2025","10","9","6","66.7","32","16.0","3.56","0","0","3","72.5","0","","0","3.56","1","3","0","-2.2","5.5","44","","0","71.9","75.0","66.7","44.4","66.7","22.2","","","0","","0","2.07","1.70","","5.2","0","1","10.0","","-13.16","","","0","1","0","0.16","0.16","0.8","1.6","10"
"57","Drew Lock","SEA","QB","3","2025","3","3","2","66.7","15","5.0","5.00","0","0","1","78.5","0","","0","5.00","0","0","0","-16.4","2.0","6","","0","106.7","66.7","33.3","33.3","66.7","33.3","","33.3","0","","0","2.67","3.20","","","0","1","33.3","","-2.75","33.3","","0","0","0","0.03","0.01","0.0","0.1","8"
"58","Joshua Dobbs","NE","QB","2","2025","2","2","1","50.0","12","6.0","6.00","0","0","1","68.8","0","","0","6.00","0","0","0","-12.9","13.0","26","","0","","50.0","50.0","50.0","50.0","50.0","","","0","","0","4.00","2.40","","","0","1","50.0","","-9.08","","","0","0","0","0.04","0.01","0.0","0.1","7"
"59","Anthony Richardson","IND","QB","2","2025","2","2","1","50.0","9","4.5","4.50","0","0","1","62.5","0","","0","4.50","0","0","0","-10.5","19.0","38","50.0","1","77.8","50.0","50.0","50.0","50.0","","","","0","","0","2.00","","","","0","0","","","-24.58","50.0","50.0","0","0","0","1.08","0.36","1.1","2.2","6"
"60","Kenny Pickett","LV","QB","2","2025","3","3","2","66.7","8","4.0","2.67","0","0","0","70.1","0","","0","2.67","0","0","0","13.8","2.0","6","","0","75.0","100.0","66.7","66.7","100.0","","","","0","33.3","4","2.50","1.70","","","0","1","33.3","","0.13","33.3","","0","0","0","-0.23","-0.17","-0.3","-0.7","4"
"61","Malik Willis","GB","QB","1","2025","2","2","2","100.0","6","6.0","3.00","1","0","2","118.8","0","","0","13.00","0","0","0","27.3","7.5","15","","0","-33.3","100.0","100.0","50.0","100.0","","","","1","","0","2.90","2.90","","","0","1","50.0","","9.90","","","0","0","0","2.92","1.95","5.8","5.8","3"
"62","Brett Rypien","CIN","QB","1","2025","1","0","0","","0","0.0","","0","0","0","","1","100.0","2","-2.00","0","0","0","","","0","","0","","","","","","","","","0","","0","","2.10","4.1","","1","1","100.0","100.0","100.00","","","0","0","0","0.00","0.00","","0.0","1"
"63","Kyle Allen","DET","QB","3","2025","2","2","0","","0","0.0","","0","0","0","39.6","0","","0","","0","0","0","-25.8","6.0","12","","0","","50.0","100.0","50.0","100.0","","","","0","50.0","11","1.65","","","","0","0","","","-18.54","","","0","0","0","-0.15","-0.06","-0.1","-0.3","5"
"64","Riley Leonard","IND","QB","1","2025","2","2","0","","0","0.0","","0","0","0","39.6","0","","0","","0","0","0","-82.2","4.5","9","","0","","","100.0","50.0","50.0","50.0","","50.0","0","","0","1.85","","","","0","0","","","-21.99","","","0","0","0","0.05","0.03","0.1","0.1","3"
"65","Kedon Slovis","ARZ","QB","1","2025","1","1","0","","0","0.0","","0","0","0","39.6","0","","0","","0","0","0","18.1","5.0","5","","0","","100.0","100.0","","100.0","","","","0","100.0","5","1.30","","","","0","0","","","-12.51","","","0","0","0","0.00","0.00","","0.0","1"

"Rank","Rank, Most to Least"
"Name","Full name of the player or team"
"Team","Team(s) played for"
"POS","Player Position"
"G","Games Played"
"DB","Dropbacks"
"ATT","Passing Attempts"
"CMP","Passing Completions"
"CMP %","Passing Completion Percentage"
"YDS","Passing Yards"
"YDS/G","Passing Yards Per Game"
"YPA","Passing Yards per Attempt"
"TD","Passing Touchdowns"
"INT","Interceptions"
"1D","Passing first downs"
"RATE","QB Passer Rating"
"SACK","Number of times sacked"
"SACK %","Percentage of dropbacks that result in a sack"
"SK YDS","Yards Lost due to Sacks"
"ANY/A","Adjusted Net Yards per Attempt - ((Pass Yards + 20*(Pass TDs)-45*(INTs)-Sack Yards))/(Pass Atts + Sacks)"
"SCRM","Scrambles"
"YDS","Scramble Yards"
"TD","Scramble Touchdowns"
"CPOE","Completion Percentage Over Expectation based on Depth of Throw"
"aDOT","Average Depth of Target"
"AY","Passing - Yards - Air - Total"
"Deep Throw %","Deep throw attempt percentage"
"Deep Throw","Pass Attempts that travel 20+ yards in the air"
"YAC %","Percentage of Passing Yards that come after the catch"
"ADJ CMP %","Completion Percentage Adjusted for drops, spikes, throw aways, hit as thrown, and batted passes"
"1Read %","Percentage of Throws to the QB's 1st Read or Designed Throws"
"ACC %","Highly Accurate Throw Percentage where the QB hits the receiver in stride, throws the ball away from coverage, or hits the receiver in the numbers when the receiver is standing still"
"CATCH %","Catchable Throw Percentage"
"OFF %","Off Target Throw Percentage"
"HERO %","Percent of attempts QB makes an extraordinary throw that maximizes the result of the play"
"TWT %","Turnover Worthy Throw Rate"
"EZATT","Passing attempts into the endzone"
"DROP %","Percentage of Throws that are dropped"
"DROP YDS","Dropped Air Yards"
"TTT","Average Time to Throw"
"TTP","Average Time to Pressure"
"TTSK","Average Time to Sack"
"TTSC","Average Time to Scramble"
"QB SK","Sacks that are the fault of the QB"
"QBP","Dropbacks Under Pressure"
"PRESS %","Percentage of Dropbacks Under Pressure"
"PRESS SK %","Percentage of pressured dropbacks that result in a sack"
"PrROE","Pressure Rate Over Expectation - Pressure Rate vs. Expected Pressure Rate based on QB Time to Throw"
"CHK %","Checkdown Throw Percentage"
"RPO %","Percentage of Dropbacks that had a Run-Pass-Option"
"TA","Attempts Thrown Away"
"BAT","Batted Passes"
"SPK","QB Spikes"
"FP/DB","Fantasy Points per Dropback"
"FP/OPP","Total Fantasy Points divided by Dropbacks + Designed Runs"
