"Player Details","","","","","","Target Share","","","","","","","","","","","","","","","","","",""
"Rank","Name","Team","POS","G","Season","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18","TM TGT %"
"154","Chris Moore","WAS","WR","10","2025","3.3","","9.5","7.4","3.8","19.2","15.6","0.0","0.0","0.0","13.3","","","","","","","","7.5"
"155","Brandin Cooks","NO","WR","10","2025","8.7","5.9","12.2","14.3","3.1","3.8","3.1","7.8","12.0","0.0","","","","","","","","","7.3"
"156","Adonai Mitchell","IND, NYJ","WR","9","2025","6.9","11.8","4.0","12.1","3.1","","2.9","3.2","2.0","","22.2","","","","","","","","7.1"
"157","Jaylin Noel","HST","WR","10","2025","7.4","0.0","2.6","3.6","9.7","","14.3","15.4","0.0","8.9","2.4","","","","","","","","6.9"
"158","Tommy Tremble","CAR","TE","11","2025","2.9","5.5","8.3","19.4","6.7","16.0","3.1","4.2","5.0","0.0","4.4","","","","","","","","6.8"
"159","Ryan Flournoy","DAL","WR","9","2025","","0.0","4.4","5.0","27.6","14.7","0.0","5.7","7.7","","3.0","","","","","","","","6.8"
"160","Jalen Tolbert","DAL","WR","10","2025","5.9","7.7","13.3","15.0","3.4","2.9","6.7","5.7","0.0","","3.0","","","","","","","","6.7"
"161","Dawson Knox","BUF","TE","10","2025","4.3","14.8","0.0","4.5","6.5","7.7","","4.3","3.8","10.0","10.0","","","","","","","","6.7"
"162","Lil'Jordan Humphrey","NYG, DEN","WR","4","2025","","","","","","26.9","3.0","0.0","","","0.0","","","","","","","","6.6"
"163","Ray-Ray McCloud","NYG, ATL","WR","6","2025","7.1","9.5","11.6","7.7","","","","","3.0","0.0","","","","","","","","","6.5"
"164","Austin Trammell","JAX","WR","3","2025","","","","","","","","","2.9","13.0","4.5","","","","","","","","6.3"
"165","Jahan Dotson","PHI","WR","10","2025","13.0","4.5","9.4","0.0","7.9","6.1","0.0","10.0","","3.8","7.1","","","","","","","","6.3"
"166","Casey Washington","ATL","WR","7","2025","14.3","","","11.5","","6.3","5.3","3.2","","0.0","0.0","","","","","","","","6.2"
"167","Jalin Hyatt","NYG","WR","7","2025","","","0.0","0.0","7.5","19.2","3.0","","0.0","","13.8","","","","","","","","6.1"
"168","Colby Parkinson","LA","TE","8","2025","6.9","","0.0","4.9","2.1","","9.1","","6.3","13.9","7.1","","","","","","","","6.1"
"169","Cade Stover","HST","TE","2","2025","14.8","","","","","","","","","","0.0","","","","","","","","5.9"
"170","Elijah Moore","BUF","WR","8","2025","2.2","3.7","10.7","0.0","","7.7","","17.4","3.8","5.0","","","","","","","","","5.9"
"171","Greg Dortch","ARZ","WR","10","2025","3.4","4.0","5.7","12.2","6.3","6.8","5.6","","0.0","0.0","10.5","","","","","","","","5.9"
"172","Luke McCaffrey","WAS","WR","9","2025","0.0","2.4","14.3","11.1","7.7","3.8","6.3","10.0","0.0","","","","","","","","","","5.9"
"173","Jeremy Ruckert","NYJ","TE","10","2025","9.1","4.5","0.0","3.7","8.7","0.0","2.9","3.0","","9.1","18.5","","","","","","","","5.8"
"174","Noah Gray","KC","TE","10","2025","2.6","13.8","10.8","2.7","0.0","6.7","2.9","11.8","2.9","","6.7","","","","","","","","5.8"
"175","Julian Hill","MIA","TE","8","2025","0.0","0.0","2.9","8.0","13.9","9.1","6.5","","","","5.0","","","","","","","","5.8"
"176","Zay Jones","ARZ","WR","8","2025","3.4","0.0","8.6","","6.3","15.9","5.6","","0.0","2.2","","","","","","","","","5.8"
"177","Tyrell Shavers","BUF","WR","10","2025","0.0","7.4","7.1","0.0","3.2","19.2","","0.0","3.8","2.5","16.7","","","","","","","","5.7"
"178","Pat Bryant","DEN","WR","11","2025","0.0","6.7","0.0","2.4","0.0","6.7","4.0","13.8","8.1","7.1","15.8","","","","","","","","5.7"
"179","Tyler Johnson","NYJ","WR","9","2025","9.1","4.5","8.3","","0.0","0.0","8.8","15.2","","0.0","0.0","","","","","","","","5.6"
"180","Allen Lazard","NYJ","WR","6","2025","","0.0","8.3","3.7","4.3","","8.8","6.1","","","","","","","","","","","5.6"
"181","Roman Wilson","PIT","WR","10","2025","0.0","5.7","0.0","0.0","","3.3","5.9","13.9","5.7","9.7","6.5","","","","","","","","5.5"
"182","Hunter Long","JAX","TE","8","2025","3.2","0.0","7.5","9.7","4.0","7.1","4.2","","8.8","","","","","","","","","","5.5"
"183","Kalif Raymond","DET","WR","10","2025","7.7","3.6","7.1","11.1","0.0","0.0","10.3","","2.7","11.4","0.0","","","","","","","","5.4"
"184","Adam Thielen","MIN","WR","10","2025","5.0","14.3","8.3","4.3","0.0","","4.8","6.5","0.0","7.1","6.3","","","","","","","","5.3"
